Datetime,Open,Year,Week
2023-09-11 09:00:00+02:00,107.73999786376953,2023,37
2023-09-11 11:00:00+02:00,107.58000183105469,2023,37
2023-09-11 13:00:00+02:00,108.12000274658203,2023,37
2023-09-11 15:00:00+02:00,108.08000183105469,2023,37
2023-09-11 17:00:00+02:00,108.26000213623047,2023,37
2023-09-12 09:00:00+02:00,108.77999877929688,2023,37
2023-09-12 11:00:00+02:00,108.26000213623047,2023,37
2023-09-12 13:00:00+02:00,108.69999694824219,2023,37
2023-09-12 15:00:00+02:00,109.18000030517578,2023,37
2023-09-12 17:00:00+02:00,109.04000091552734,2023,37
2023-09-13 09:00:00+02:00,108.66000366210938,2023,37
2023-09-13 11:00:00+02:00,109.62000274658203,2023,37
2023-09-13 13:00:00+02:00,109.36000061035156,2023,37
2023-09-13 15:00:00+02:00,109.41999816894531,2023,37
2023-09-13 17:00:00+02:00,109.30000305175781,2023,37
2023-09-14 09:00:00+02:00,108.37999725341797,2023,37
2023-09-14 11:00:00+02:00,107.31999969482422,2023,37
2023-09-14 13:00:00+02:00,107.66000366210938,2023,37
2023-09-14 15:00:00+02:00,107.69999694824219,2023,37
2023-09-14 17:00:00+02:00,108.5,2023,37
2023-09-15 09:00:00+02:00,109.33999633789062,2023,37
2023-09-15 11:00:00+02:00,109.54000091552734,2023,37
2023-09-15 13:00:00+02:00,110.16000366210938,2023,37
2023-09-15 15:00:00+02:00,109.77999877929688,2023,37
2023-09-15 17:00:00+02:00,109.58000183105469,2023,37
