Datetime,Open,Year,Week
2024-07-08 09:00:00+02:00,107.0,2024,28
2024-07-08 11:00:00+02:00,107.0,2024,28
2024-07-08 13:00:00+02:00,107.0999984741211,2024,28
2024-07-08 15:00:00+02:00,107.05000305175781,2024,28
2024-07-08 17:00:00+02:00,106.75,2024,28
2024-07-09 09:00:00+02:00,106.25,2024,28
2024-07-09 11:00:00+02:00,107.0999984741211,2024,28
2024-07-09 13:00:00+02:00,106.4000015258789,2024,28
2024-07-09 15:00:00+02:00,106.25,2024,28
2024-07-09 17:00:00+02:00,106.30000305175781,2024,28
2024-07-10 09:00:00+02:00,106.9000015258789,2024,28
2024-07-10 11:00:00+02:00,104.8499984741211,2024,28
2024-07-10 13:00:00+02:00,105.6500015258789,2024,28
2024-07-10 15:00:00+02:00,106.19999694824219,2024,28
2024-07-10 17:00:00+02:00,106.5999984741211,2024,28
2024-07-11 09:00:00+02:00,106.75,2024,28
2024-07-11 11:00:00+02:00,107.30000305175781,2024,28
2024-07-11 13:00:00+02:00,107.0,2024,28
2024-07-11 15:00:00+02:00,106.80000305175781,2024,28
2024-07-11 17:00:00+02:00,107.55000305175781,2024,28
2024-07-12 09:00:00+02:00,107.55000305175781,2024,28
2024-07-12 11:00:00+02:00,107.9000015258789,2024,28
2024-07-12 13:00:00+02:00,108.0,2024,28
2024-07-12 15:00:00+02:00,108.1500015258789,2024,28
2024-07-12 17:00:00+02:00,108.8499984741211,2024,28
