Datetime,Open,Year,Week,RSI,UpperBand,MiddleBand,LowerBand,SMA,EMA,MACD,MACDSignal,MACDHist
2022-11-01 09:00:00+01:00,58.99,2022,44,29.952145865700313,62.86192719931411,61.42649966430664,59.99107212929917,61.42649966430664,61.220995777116464,0.31289650353865994,0.569793352313164,-0.256896848774504
2022-11-01 11:00:00+01:00,58.99,2022,44,29.95214586570031,63.10716378598031,61.327999710083006,59.5488356341857,61.327999710083006,61.00851998881966,0.10187289571945968,0.4762092609944231,-0.37433636527496345
2022-11-01 13:00:00+01:00,58.99,2022,44,29.95214586570031,63.27884118409534,61.23399976348877,59.189158342882195,61.23399976348877,60.81627998988445,-0.06461993542913547,0.3680434217097114,-0.43266335713884685
2022-11-01 15:00:00+01:00,58.99,2022,44,29.952145865700313,63.406184835330194,61.144499824523926,58.88281481371766,61.144499824523926,60.64234856227641,-0.1943266272358244,0.25556941192060423,-0.4498960391564286
2022-11-01 17:00:00+01:00,58.99,2022,44,29.952145865700313,63.495918816398685,61.04699989318848,58.59808096997827,61.04699989318848,60.4849820325358,-0.29373413076259425,0.14570870338396452,-0.43944283414655877
2022-11-02 09:00:00+01:00,59.5,2022,44,38.21032096419766,63.52272345289531,60.98449989318848,58.44627633348164,60.98449989318848,60.39117421991334,-0.3275863442862743,0.051049693849916755,-0.37863603813619107
2022-11-02 11:00:00+01:00,59.5,2022,44,38.21032096419766,63.506484947316395,60.89349990844727,58.28051486957814,60.89349990844727,60.3063004846835,-0.35037555608646187,-0.029235356137358975,-0.3211401999491029
2022-11-02 13:00:00+01:00,59.5,2022,44,38.21032096419767,63.447847880701644,60.788499984741215,58.129152088780785,60.788499984741215,60.229509962332685,-0.3642374678263707,-0.09623577847516132,-0.2680016893512094
2022-11-02 15:00:00+01:00,59.5,2022,44,38.21032096419767,63.338618940877055,60.67049995422364,58.00238096757022,60.67049995422364,60.160032823062906,-0.37094708565306433,-0.15117803991074194,-0.2197690457423224
2022-11-02 17:00:00+01:00,59.5,2022,44,38.21032096419767,63.21579284917895,60.554999885559084,57.894206921939215,60.554999885559084,60.09717255419977,-0.3719765915212321,-0.19533775023283997,-0.1766388412883921
2022-11-03 09:00:00+01:00,57.6,2022,44,23.353036235084407,63.217414976782976,60.33999980926514,57.4625846417473,60.33999980926514,59.859346596656934,-0.5201110865288143,-0.26029241749203486,-0.25981866903677947
2022-11-03 11:00:00+01:00,57.6,2022,44,23.353036235084407,63.14982648535142,60.12699977874755,57.10417307214369,60.12699977874755,59.64417073030865,-0.630243684195392,-0.3342826708327063,-0.2959610133626857
2022-11-03 13:00:00+01:00,57.6,2022,44,23.353036235084407,63.07462076583422,59.93149986267089,56.78837895950756,59.93149986267089,59.44948780361259,-0.7093476432310837,-0.40929566531238176,-0.3000519779187019
2022-11-03 15:00:00+01:00,57.6,2022,44,23.353036235084403,62.92627596548559,59.72949989318846,56.532723820891334,59.72949989318846,59.27334610803044,-0.7632399456866139,-0.4800845213872282,-0.2831554242993857
2022-11-03 17:00:00+01:00,57.6,2022,44,23.353036235084403,62.72642374267292,59.52749992370603,56.32857610473914,59.52749992370603,59.11397981202754,-0.7967653684573364,-0.5434206908012498,-0.2533446776560866
2022-11-04 09:00:00+01:00,57.4,2022,44,22.04599787614886,62.44105202632108,59.3039999771118,56.16694792790252,59.3039999771118,58.950743639453485,-0.8299061940645203,-0.6007177914539039,-0.22918840261061635
2022-11-04 11:00:00+01:00,57.4,2022,44,22.045997876148856,62.02728792124169,59.06800003051757,56.10871213979345,59.06800003051757,58.80305376902934,-0.8464136079269622,-0.6498569547485156,-0.19655665317844662
2022-11-04 13:00:00+01:00,57.4,2022,44,22.045997876148856,61.508649153193055,58.83000003814696,56.15135092310087,58.83000003814696,58.66942960055035,-0.8497010278143193,-0.6898257693616763,-0.15987525845264305
2022-11-04 15:00:00+01:00,57.4,2022,44,22.045997876148856,60.959373556925854,58.60650009155273,56.25362662617961,58.60650009155273,58.54853154335508,-0.8425934390900096,-0.7203793033073429,-0.12221413578266671
2022-11-04 17:00:00+01:00,57.4,2022,44,22.045997876148856,60.159977272578615,58.3725,56.58502272742139,58.3725,58.439147586845074,-0.827422611011535,-0.7417879648481813,-0.0856346461633537
2022-11-07 09:00:00+01:00,59.25,2022,45,16.405112889478133,79.71159897236728,73.21700057983398,66.72240218730067,73.21700057983398,71.70939146810727,-0.22063666840713836,1.149005278743266,-1.3696419471504044
2022-11-07 09:00:00+01:00,59.25,2022,44,55.452608212663044,60.19440547016312,58.3855,56.57659452983688,58.3855,58.51637162619316,-0.6585289695140233,-0.7251361657813498,0.06660719626732647
2022-11-07 11:00:00+01:00,59.25,2022,45,16.405112889478133,81.34546360430939,72.47000045776367,63.59453731121797,72.47000045776367,70.52278275685896,-1.1657841318311881,0.6860473966283752,-1.8518315284595634
2022-11-07 11:00:00+01:00,59.25,2022,44,55.45260821266306,60.22821336552738,58.3985,56.568786634472616,58.3985,58.58624099512715,-0.5187002877764968,-0.6838489901803791,0.16514870240388235
2022-11-07 13:00:00+01:00,59.25,2022,45,16.405112889478133,82.27583194573373,71.73450050354003,61.19316906134633,71.73450050354003,69.44918439906287,-1.8929989919858485,0.17023811890553042,-2.0632371108913787
2022-11-07 13:00:00+01:00,59.25,2022,44,55.452608212663044,60.26142189023927,58.411500000000004,56.56157810976074,58.411500000000004,58.64945613844837,-0.40323678740918467,-0.6277265496261403,0.2244897622169556
2022-11-07 15:00:00+01:00,59.25,2022,45,16.405112889478136,82.75314366019873,70.97900047302247,59.204857285846195,70.97900047302247,68.47783350391403,-2.44118158621545,-0.35204582211866564,-2.0891357640967843
2022-11-07 15:00:00+01:00,59.25,2022,44,55.45260821266306,60.294050480727776,58.4245,56.55494951927223,58.4245,58.706650791929476,-0.30817863997143746,-0.5638169676951997,0.25563832772376227
2022-11-07 17:00:00+01:00,59.25,2022,45,16.405112889478136,82.92078350087822,70.21750030517578,57.514217109473336,70.21750030517578,67.59899221782698,-2.842849640541033,-0.8502065858031391,-1.9926430547378937
2022-11-07 17:00:00+01:00,59.25,2022,44,55.452608212663044,60.32611721902283,58.4375,56.54888278097717,58.4375,58.75839833555524,-0.23019087613877787,-0.49709174938391537,0.2669008732451375
2022-11-08 09:00:00+01:00,59.98,2022,45,20.684141196067827,82.81952465569067,69.50800039672852,56.19647613776637,69.50800039672852,66.87337391136727,-3.0669160689665915,-1.2935484824358296,-1.7733675865307619
2022-11-08 11:00:00+01:00,59.98,2022,45,20.684141196067827,82.56877863271862,68.80750050354004,55.04622237436146,68.80750050354004,66.21686211028467,-3.2075160790553667,-1.676342001759737,-1.5311740772956297
2022-11-08 13:00:00+01:00,59.98,2022,45,20.684141196067827,82.20297931860243,68.12150065612794,54.04002199365344,68.12150065612794,65.6228752426385,-3.281119892326572,-1.997297579873104,-1.283822312453468
2022-11-08 15:00:00+01:00,59.98,2022,45,20.684141196067827,81.66091399451146,67.42200059509278,53.183087195674105,67.42200059509278,65.0854585528634,-3.3013950179114033,-2.258117067480764,-1.0432779504306393
2022-11-08 17:00:00+01:00,59.98,2022,45,20.684141196067824,80.98354190971568,66.72350074768067,52.46345958564566,66.72350074768067,64.59922440497165,-3.2796573525671917,-2.4624251244980497,-0.817232228069142
