Datetime,Open,Year,Week,RSI,UpperBand,MiddleBand,LowerBand,SMA,EMA,MACD,MACDSignal,MACDHist
2022-11-01 09:00:00+01:00,105.0,2022,44,67.32804087204538,100.06707653560568,94.36900100708007,88.67092547855447,94.36900100708007,96.1722096997592,-2.156542956372334,-3.463431159516261,1.3068882031439268
2022-11-01 11:00:00+01:00,105.0,2022,44,67.32804087204538,102.18244932607942,94.84100112915038,87.49955293222135,94.84100112915038,97.01295163311546,-1.209177713134963,-3.0125804702400014,1.8034027571050384
2022-11-01 13:00:00+01:00,105.0,2022,44,67.32804087204536,103.92330278179432,95.35000114440918,86.77669950702403,95.35000114440918,97.77362290615208,-0.4531601839531447,-2.50069641298263,2.047536229029485
2022-11-01 15:00:00+01:00,105.0,2022,44,67.32804087204538,105.37499666445804,95.82400131225586,86.27300596005368,95.82400131225586,98.46184929604236,0.14432546066456098,-1.9716920382531917,2.1160174989177527
2022-11-01 17:00:00+01:00,105.0,2022,44,67.32804087204538,106.65374196000387,96.30500144958496,85.95626093916606,96.30500144958496,99.08453031546689,0.6107962596024805,-1.4551943786820574,2.065990638284538
2022-11-02 09:00:00+01:00,104.95,2022,44,67.12051860657235,107.77898751665302,96.77850128173829,85.77801504682355,96.77850128173829,99.64314647589862,0.9653155891452627,-0.9710923851165933,1.936407974261856
2022-11-02 11:00:00+01:00,104.95,2022,44,67.12051860657236,108.7831505378277,97.2360011291504,85.6888517204731,97.2360011291504,100.14856109724161,1.2320721511614607,-0.5304594778609826,1.7625316290224433
2022-11-02 13:00:00+01:00,104.95,2022,44,67.12051860657236,109.70074114308397,97.72250106811524,85.7442609931465,97.72250106811524,100.60584099274242,1.4270287493090592,-0.13896183242697419,1.5659905817360333
2022-11-02 15:00:00+01:00,104.95,2022,44,67.12051860657235,110.52618279813782,98.2000009918213,85.87381918550477,98.2000009918213,101.01957042200505,1.5635100868969545,0.20153255143781157,1.3619775354591428
2022-11-02 17:00:00+01:00,104.95,2022,44,67.12051860657235,111.26308960700622,98.7165008544922,86.16991210197817,98.7165008544922,101.39389704848075,1.6526221310254101,0.4917504673553313,1.1608716636700789
2022-11-03 09:00:00+01:00,101.0,2022,44,49.61925310395313,111.44871543436697,99.07850074768068,86.70828606099438,99.07850074768068,101.35638304386354,1.3885062438778846,0.671101622659842,0.7174046212180426
2022-11-03 11:00:00+01:00,101.0,2022,44,49.61925310395313,111.52470676432104,99.49950065612794,87.47429454793483,99.49950065612794,101.32244180159083,1.1657544092879277,0.7700321799854591,0.3957222293024686
2022-11-03 13:00:00+01:00,101.0,2022,44,49.61925310395312,111.4509239962535,99.96650047302248,88.48207694979146,99.96650047302248,101.29173305858218,0.9779487906286874,0.8116155021141048,0.16633328851458262
2022-11-03 15:00:00+01:00,101.0,2022,44,49.61925310395312,111.28345565988741,100.42750053405763,89.57154540822785,100.42750053405763,101.26394895776482,0.8196629208457722,0.8132249858604383,0.0064379349853338486
2022-11-03 17:00:00+01:00,101.0,2022,44,49.61925310395313,111.09460582855172,100.84650039672853,90.59839496490534,100.84650039672853,101.23881096178722,0.6863088870176028,0.7878417660918713,-0.10153287907426845
2022-11-04 09:00:00+01:00,100.0,2022,44,45.288818704326644,110.80467561304077,101.19750022888185,91.59032484472293,101.19750022888185,101.12082896542654,0.4942359672147063,0.7291206063164383,-0.23488463910173196
2022-11-04 11:00:00+01:00,100.0,2022,44,45.28881870432664,110.27962328049644,101.59150009155275,92.90337690260905,101.59150009155275,101.01408334967164,0.3381191671729482,0.6509203184877402,-0.312801151314792
2022-11-04 13:00:00+01:00,100.0,2022,44,45.288818704326644,109.57613355813048,101.98250007629396,94.38886659445744,101.98250007629396,100.91750398303624,0.21195222506419498,0.5631266998030312,-0.35117447473883623
2022-11-04 15:00:00+01:00,100.0,2022,44,45.288818704326644,108.5371137288589,102.38250007629395,96.227886423729,102.38250007629395,100.8301226513185,0.11068807127455216,0.4726389740973354,-0.36195090282278325
2022-11-04 17:00:00+01:00,100.0,2022,44,45.288818704326644,107.26815944427554,102.7375,98.20684055572445,102.7375,100.75106335119293,0.030088656524554835,0.3841289105827793,-0.3540402540582245
2022-11-07 09:00:00+01:00,99.0,2022,44,40.206094476436384,107.12118177825943,102.4375,97.75381822174057,102.4375,100.58429541298408,-0.11317400353911466,0.2846683277584005,-0.3978423312975152
2022-11-07 09:00:00+01:00,99.0,2022,45,78.2539625324062,84.26169817852269,71.71900024414063,59.17630230975856,71.71900024414063,76.3289787040164,-2.6065231470038697,-5.884602208273,3.27807906126913
2022-11-07 11:00:00+01:00,99.0,2022,44,40.206094476436384,106.89427148915121,102.1375,97.3807285108488,102.1375,100.43341013555703,-0.22412709614125959,0.18290924297846847,-0.40703633911972803
2022-11-07 11:00:00+01:00,99.0,2022,45,78.25396253240622,90.40020347935467,73.146000289917,55.891797100479316,73.146000289917,78.48812358934816,-0.5373007997644947,-4.8151419265712985,4.277841126806804
2022-11-07 13:00:00+01:00,99.0,2022,45,78.2539625324062,95.1108958190793,74.57300033569337,54.03510485230743,74.57300033569337,80.44163562845786,1.0900078859616826,-3.634111964064702,4.724119850026385
2022-11-07 13:00:00+01:00,99.0,2022,44,40.206094476436384,106.59111704389359,101.8375,97.08388295610642,101.8375,100.29689488455159,-0.3085020023550129,0.0846269939117722,-0.3931289962667851
2022-11-07 15:00:00+01:00,99.0,2022,44,40.206094476436384,106.21156407743948,101.5375,96.86343592256051,101.5375,100.17338108602287,-0.37109200577198465,-0.0065168060249791715,-0.3645751997470055
2022-11-07 15:00:00+01:00,99.0,2022,45,78.25396253240619,99.01337306375818,76.0180004119873,53.02262776021642,76.0180004119873,82.20909890193806,2.352543091177779,-2.436780953016206,4.789324044193985
2022-11-07 17:00:00+01:00,99.0,2022,45,78.2539625324062,102.34437740083743,77.46100044250488,52.577623484172335,77.46100044250488,83.80823233984873,3.3148992423735564,-1.2864449139382537,4.60134415631181
2022-11-07 17:00:00+01:00,99.0,2022,44,40.20609447643639,105.75157520983,101.2375,96.72342479017,101.2375,100.06163050640164,-0.4159007890101094,-0.08839360262200523,-0.32750718638810417
2022-11-08 09:00:00+01:00,101.4,2022,45,80.02249740362069,105.72904811601808,79.0320002746582,52.33495243329833,79.0320002746582,85.48363878367266,4.222558343824673,-0.18464426238566833,4.407202606210341
2022-11-08 11:00:00+01:00,101.4,2022,45,80.02249740362068,108.64619894793978,80.60700019836426,52.56780144878874,80.60700019836426,86.99948270903717,4.885566946456464,0.8293979793827582,4.056168967073706
