Datetime,Open,Year,Week,RSI,UpperBand,MiddleBand,LowerBand,SMA,EMA,MACD,MACDSignal,MACDHist
2022-11-01 09:00:00+01:00,130.88,2022,44,85.82322890539822,117.82978305294294,106.53899893188478,95.24821481082661,106.53899893188478,108.48939655647357,0.8753367488179009,-1.0669887804465101,1.942325529264411
2022-11-01 11:00:00+01:00,130.88,2022,44,85.82322890539822,123.25271770887294,107.76049908447267,92.2682804600724,107.76049908447267,110.62183497966656,2.52977479300597,-0.347636065756014,2.877410858761984
2022-11-01 13:00:00+01:00,130.88,2022,44,85.82322890539822,127.4338210699956,108.97449916076661,90.51517725153762,108.97449916076661,112.55118402922213,3.797157593517923,0.4813226660987734,3.3158349274191496
2022-11-01 15:00:00+01:00,130.88,2022,44,85.82322890539822,130.9190458491591,110.19349916076662,89.46795247237417,110.19349916076662,114.29678555024859,4.746848874904572,1.3344279078599333,3.4124209670446386
2022-11-01 17:00:00+01:00,130.88,2022,44,85.82322890539822,133.91576011470067,111.40249931335453,88.88923851200836,111.40249931335453,115.87613930736777,5.43681385177554,2.1549050966430547,3.281908755132485
2022-11-02 09:00:00+01:00,132.5,2022,44,86.74604641944674,136.87005967945282,112.74749938964847,88.62493909984413,112.74749938964847,117.45936413523751,6.044657479218316,2.9328555731581067,3.111801906060209
2022-11-02 11:00:00+01:00,132.5,2022,44,86.74604641944674,139.4278925233089,114.12249938964847,88.81710625598801,114.12249938964847,118.89180564616727,6.452003255941662,3.6366851097148176,2.8153181462268444
2022-11-02 13:00:00+01:00,132.5,2022,44,86.74604641944674,141.62376973200298,115.52999946594241,89.43622919988184,115.52999946594241,120.1878241560561,6.697621704873725,4.2488724287465995,2.448749276127126
2022-11-02 15:00:00+01:00,132.5,2022,44,86.74604641944674,143.4561981018274,116.9824996185303,90.5088011352332,116.9824996185303,121.3604123316698,6.813731638311964,4.761844270659672,2.0518873676522915
2022-11-02 17:00:00+01:00,132.5,2022,44,86.74604641944674,145.0312631795393,118.3799994659424,91.7287357523455,118.3799994659424,122.42132544293935,6.82705159598224,5.174885735724186,1.6521658602580542
2022-11-03 09:00:00+01:00,129.62,2022,44,74.29271315744411,145.93351341205215,119.6234994659424,93.31348551983265,119.6234994659424,123.10691349599274,6.529942712721265,5.445897131123602,1.084045581597663
