Datetime,Open,Year,Week
2023-09-25 09:00:00+02:00,47.150001525878906,2023,39
2023-09-25 11:00:00+02:00,46.790000915527344,2023,39
2023-09-25 13:00:00+02:00,46.959999084472656,2023,39
2023-09-25 15:00:00+02:00,46.779998779296875,2023,39
2023-09-25 17:00:00+02:00,47.11000061035156,2023,39
2023-09-26 09:00:00+02:00,47.029998779296875,2023,39
2023-09-26 11:00:00+02:00,47.5099983215332,2023,39
2023-09-26 13:00:00+02:00,48.0099983215332,2023,39
2023-09-26 15:00:00+02:00,47.439998626708984,2023,39
2023-09-26 17:00:00+02:00,47.36000061035156,2023,39
2023-09-27 09:00:00+02:00,47.29999923706055,2023,39
2023-09-27 11:00:00+02:00,47.18000030517578,2023,39
2023-09-27 13:00:00+02:00,46.63999938964844,2023,39
2023-09-27 15:00:00+02:00,47.02000045776367,2023,39
2023-09-27 17:00:00+02:00,47.040000915527344,2023,39
2023-09-28 09:00:00+02:00,47.59000015258789,2023,39
2023-09-28 11:00:00+02:00,47.5,2023,39
2023-09-28 13:00:00+02:00,47.84000015258789,2023,39
2023-09-28 15:00:00+02:00,48.040000915527344,2023,39
2023-09-28 17:00:00+02:00,48.13999938964844,2023,39
2023-09-29 09:00:00+02:00,48.400001525878906,2023,39
2023-09-29 11:00:00+02:00,48.75,2023,39
2023-09-29 13:00:00+02:00,48.369998931884766,2023,39
2023-09-29 15:00:00+02:00,48.20000076293945,2023,39
2023-09-29 17:00:00+02:00,48.2400016784668,2023,39
