Datetime,Open,Year,Week
2024-04-08 09:00:00+02:00,55.63999938964844,2024,15
2024-04-08 11:00:00+02:00,54.959999084472656,2024,15
2024-04-08 13:00:00+02:00,55.13999938964844,2024,15
2024-04-08 15:00:00+02:00,55.2599983215332,2024,15
2024-04-08 17:00:00+02:00,55.7400016784668,2024,15
2024-04-09 09:00:00+02:00,55.20000076293945,2024,15
2024-04-09 11:00:00+02:00,54.540000915527344,2024,15
2024-04-09 13:00:00+02:00,54.099998474121094,2024,15
2024-04-09 15:00:00+02:00,54.79999923706055,2024,15
2024-04-09 17:00:00+02:00,54.560001373291016,2024,15
2024-04-10 09:00:00+02:00,54.900001525878906,2024,15
2024-04-10 11:00:00+02:00,54.900001525878906,2024,15
2024-04-10 13:00:00+02:00,55.099998474121094,2024,15
2024-04-10 15:00:00+02:00,54.7400016784668,2024,15
2024-04-10 17:00:00+02:00,55.02000045776367,2024,15
2024-04-11 09:00:00+02:00,54.599998474121094,2024,15
2024-04-11 11:00:00+02:00,54.20000076293945,2024,15
2024-04-11 13:00:00+02:00,54.040000915527344,2024,15
2024-04-11 15:00:00+02:00,54.380001068115234,2024,15
2024-04-11 17:00:00+02:00,53.880001068115234,2024,15
2024-04-12 09:00:00+02:00,54.2400016784668,2024,15
2024-04-12 11:00:00+02:00,54.540000915527344,2024,15
2024-04-12 13:00:00+02:00,54.29999923706055,2024,15
2024-04-12 15:00:00+02:00,53.619998931884766,2024,15
2024-04-12 17:00:00+02:00,53.20000076293945,2024,15
