Datetime,Open,Year,Week
2024-09-16 09:00:00+02:00,198.67999267578125,2024,38
2024-09-16 11:00:00+02:00,200.64999389648438,2024,38
2024-09-16 13:00:00+02:00,201.39999389648438,2024,38
2024-09-16 15:00:00+02:00,201.60000610351562,2024,38
2024-09-16 17:00:00+02:00,200.25,2024,38
2024-09-17 09:00:00+02:00,200.25,2024,38
2024-09-17 11:00:00+02:00,200.0500030517578,2024,38
2024-09-17 13:00:00+02:00,200.64999389648438,2024,38
2024-09-17 15:00:00+02:00,200.64999389648438,2024,38
2024-09-17 17:00:00+02:00,200.4499969482422,2024,38
2024-09-18 09:00:00+02:00,200.35000610351562,2024,38
2024-09-18 11:00:00+02:00,198.8800048828125,2024,38
2024-09-18 13:00:00+02:00,199.44000244140625,2024,38
2024-09-18 15:00:00+02:00,199.55999755859375,2024,38
2024-09-18 17:00:00+02:00,199.60000610351562,2024,38
2024-09-19 09:00:00+02:00,201.75,2024,38
2024-09-19 11:00:00+02:00,202.10000610351562,2024,38
2024-09-19 13:00:00+02:00,204.10000610351562,2024,38
2024-09-19 15:00:00+02:00,205.25,2024,38
2024-09-19 17:00:00+02:00,205.5500030517578,2024,38
2024-09-20 09:00:00+02:00,205.3000030517578,2024,38
2024-09-20 11:00:00+02:00,204.9499969482422,2024,38
2024-09-20 13:00:00+02:00,205.0500030517578,2024,38
2024-09-20 15:00:00+02:00,205.5,2024,38
2024-09-20 17:00:00+02:00,204.25,2024,38
