Datetime,Open,Year,Week
2023-02-27 09:00:00+01:00,112.19999694824219,2023,9
2023-02-27 11:00:00+01:00,112.0999984741211,2023,9
2023-02-27 13:00:00+01:00,113.30000305175781,2023,9
2023-02-27 15:00:00+01:00,113.0999984741211,2023,9
2023-02-27 17:00:00+01:00,113.30000305175781,2023,9
2023-02-28 09:00:00+01:00,112.0999984741211,2023,9
2023-02-28 11:00:00+01:00,111.80000305175781,2023,9
2023-02-28 13:00:00+01:00,112.0,2023,9
2023-02-28 15:00:00+01:00,112.0999984741211,2023,9
2023-02-28 17:00:00+01:00,114.4000015258789,2023,9
2023-03-01 09:00:00+01:00,114.4000015258789,2023,9
2023-03-01 11:00:00+01:00,114.0,2023,9
2023-03-01 13:00:00+01:00,114.4000015258789,2023,9
2023-03-01 15:00:00+01:00,114.0999984741211,2023,9
2023-03-01 17:00:00+01:00,113.80000305175781,2023,9
2023-03-02 09:00:00+01:00,112.5,2023,9
2023-03-02 11:00:00+01:00,112.4000015258789,2023,9
2023-03-02 13:00:00+01:00,112.30000305175781,2023,9
2023-03-02 15:00:00+01:00,112.19999694824219,2023,9
2023-03-02 17:00:00+01:00,112.5,2023,9
2023-03-03 09:00:00+01:00,112.30000305175781,2023,9
2023-03-03 11:00:00+01:00,114.30000305175781,2023,9
2023-03-03 13:00:00+01:00,114.0,2023,9
2023-03-03 15:00:00+01:00,114.9000015258789,2023,9
2023-03-03 17:00:00+01:00,114.9000015258789,2023,9
