Datetime,Open,Year,Week
2023-01-23 09:00:00+01:00,142.4199981689453,2023,4
2023-01-23 11:00:00+01:00,142.72000122070312,2023,4
2023-01-23 13:00:00+01:00,142.32000732421875,2023,4
2023-01-23 15:00:00+01:00,142.5399932861328,2023,4
2023-01-23 17:00:00+01:00,143.47999572753906,2023,4
2023-01-24 09:00:00+01:00,144.1999969482422,2023,4
2023-01-24 11:00:00+01:00,143.33999633789062,2023,4
2023-01-24 13:00:00+01:00,143.02000427246094,2023,4
2023-01-24 15:00:00+01:00,142.74000549316406,2023,4
2023-01-24 17:00:00+01:00,143.22000122070312,2023,4
2023-01-25 09:00:00+01:00,143.0,2023,4
2023-01-25 11:00:00+01:00,142.52000427246094,2023,4
2023-01-25 13:00:00+01:00,142.6999969482422,2023,4
2023-01-25 15:00:00+01:00,142.39999389648438,2023,4
2023-01-25 17:00:00+01:00,142.6999969482422,2023,4
2023-01-26 09:00:00+01:00,144.27999877929688,2023,4
2023-01-26 11:00:00+01:00,143.4600067138672,2023,4
2023-01-26 13:00:00+01:00,142.89999389648438,2023,4
2023-01-26 15:00:00+01:00,144.3800048828125,2023,4
2023-01-26 17:00:00+01:00,143.89999389648438,2023,4
2023-01-27 09:00:00+01:00,143.0,2023,4
2023-01-27 11:00:00+01:00,144.94000244140625,2023,4
2023-01-27 13:00:00+01:00,144.33999633789062,2023,4
2023-01-27 15:00:00+01:00,143.32000732421875,2023,4
2023-01-27 17:00:00+01:00,144.02000427246094,2023,4
