Datetime,Open,Year,Week
2023-09-11 09:00:00+02:00,223.64999389648438,2023,37
2023-09-11 11:00:00+02:00,223.1999969482422,2023,37
2023-09-11 13:00:00+02:00,224.5,2023,37
2023-09-11 15:00:00+02:00,223.89999389648438,2023,37
2023-09-11 17:00:00+02:00,224.85000610351562,2023,37
2023-09-12 09:00:00+02:00,225.4499969482422,2023,37
2023-09-12 11:00:00+02:00,226.14999389648438,2023,37
2023-09-12 13:00:00+02:00,226.5500030517578,2023,37
2023-09-12 15:00:00+02:00,226.6999969482422,2023,37
2023-09-12 17:00:00+02:00,226.6999969482422,2023,37
2023-09-13 09:00:00+02:00,226.6999969482422,2023,37
2023-09-13 11:00:00+02:00,225.4499969482422,2023,37
2023-09-13 13:00:00+02:00,226.0,2023,37
2023-09-13 15:00:00+02:00,226.60000610351562,2023,37
2023-09-13 17:00:00+02:00,227.60000610351562,2023,37
2023-09-14 09:00:00+02:00,227.5,2023,37
2023-09-14 11:00:00+02:00,228.4499969482422,2023,37
2023-09-14 13:00:00+02:00,229.64999389648438,2023,37
2023-09-14 15:00:00+02:00,230.4499969482422,2023,37
2023-09-14 17:00:00+02:00,231.6999969482422,2023,37
2023-09-15 09:00:00+02:00,232.3000030517578,2023,37
2023-09-15 11:00:00+02:00,233.8000030517578,2023,37
2023-09-15 13:00:00+02:00,233.85000610351562,2023,37
2023-09-15 15:00:00+02:00,232.5,2023,37
2023-09-15 17:00:00+02:00,232.9499969482422,2023,37
