Date,Value
2022-11,11.3
2022-12,9.6
2023-01,9.2
2023-02,9.3
2023-03,7.8
2023-04,7.6
2023-05,6.3
2023-06,6.8
2023-07,6.5
2023-08,6.4
2023-09,4.3
2023-10,3.0
2023-11,2.3
2023-12,3.8
2024-01,3.1
2024-02,2.7
2024-03,2.3
2024-04,2.4
2024-05,2.8
2024-06,2.5
2024-07,2.6
2024-08,2.0
2024-09,1.8
2024-10,2.4
