Date,Value
2022-11,3.053483
2022-12,3.025227
2023-01,2.989413
2023-02,2.954769
2023-03,2.929602
2023-04,2.923184
2023-05,2.938341
2023-06,2.968538
2023-07,3.005886
2023-08,3.043272
2023-09,3.077891
2023-10,3.110087
2023-11,3.140896
2023-12,3.177577
2024-01,3.225206
2024-02,3.281713
2024-03,3.347355
2024-04,3.41149
2024-05,3.464131
2024-06,3.495862
2024-07,3.506228
2024-08,3.496712
2024-09,3.475439
