Datetime,Open,Year,Week
2023-08-07 09:00:00+02:00,10.027999877929688,2023,32
2023-08-07 11:00:00+02:00,10.010000228881836,2023,32
2023-08-07 13:00:00+02:00,10.0,2023,32
2023-08-07 15:00:00+02:00,10.081999778747559,2023,32
2023-08-07 17:00:00+02:00,10.104000091552734,2023,32
2023-08-08 09:00:00+02:00,9.890000343322754,2023,32
2023-08-08 11:00:00+02:00,9.881999969482422,2023,32
2023-08-08 13:00:00+02:00,9.708999633789062,2023,32
2023-08-08 15:00:00+02:00,9.723999977111816,2023,32
2023-08-08 17:00:00+02:00,9.70199966430664,2023,32
2023-08-09 09:00:00+02:00,9.826000213623047,2023,32
2023-08-09 11:00:00+02:00,9.973999977111816,2023,32
2023-08-09 13:00:00+02:00,9.916999816894531,2023,32
2023-08-09 15:00:00+02:00,9.902999877929688,2023,32
2023-08-09 17:00:00+02:00,9.914999961853027,2023,32
2023-08-10 09:00:00+02:00,9.930999755859375,2023,32
2023-08-10 11:00:00+02:00,10.008000373840332,2023,32
2023-08-10 13:00:00+02:00,10.041999816894531,2023,32
2023-08-10 15:00:00+02:00,10.053999900817871,2023,32
2023-08-10 17:00:00+02:00,10.038000106811523,2023,32
2023-08-11 09:00:00+02:00,10.0,2023,32
2023-08-11 11:00:00+02:00,9.979000091552734,2023,32
2023-08-11 13:00:00+02:00,9.989999771118164,2023,32
2023-08-11 15:00:00+02:00,9.927000045776367,2023,32
2023-08-11 17:00:00+02:00,9.942999839782715,2023,32
