Datetime,Open,Year,Week
2024-11-18 09:00:00+01:00,16.0,2024,47
2024-11-18 11:00:00+01:00,16.170000076293945,2024,47
2024-11-18 13:00:00+01:00,16.09000015258789,2024,47
2024-11-18 15:00:00+01:00,16.091999053955078,2024,47
2024-11-18 17:00:00+01:00,16.166000366210938,2024,47
2024-11-19 09:00:00+01:00,16.170000076293945,2024,47
2024-11-19 11:00:00+01:00,15.711999893188477,2024,47
2024-11-19 13:00:00+01:00,15.779999732971191,2024,47
2024-11-19 15:00:00+01:00,15.604000091552734,2024,47
2024-11-19 17:00:00+01:00,15.815999984741211,2024,47
2024-11-20 09:00:00+01:00,15.942000389099121,2024,47
2024-11-20 11:00:00+01:00,16.04800033569336,2024,47
2024-11-20 13:00:00+01:00,16.035999298095703,2024,47
2024-11-20 15:00:00+01:00,16.035999298095703,2024,47
2024-11-20 17:00:00+01:00,15.942000389099121,2024,47
