Datetime,Open,Year,Week
2023-11-20 09:00:00+01:00,21.584999084472656,2023,47
2023-11-20 11:00:00+01:00,21.709999084472656,2023,47
2023-11-20 13:00:00+01:00,21.665000915527344,2023,47
2023-11-20 15:00:00+01:00,21.575000762939453,2023,47
2023-11-20 17:00:00+01:00,21.594999313354492,2023,47
2023-11-21 09:00:00+01:00,21.59000015258789,2023,47
2023-11-21 11:00:00+01:00,21.43000030517578,2023,47
2023-11-21 13:00:00+01:00,21.3799991607666,2023,47
2023-11-21 15:00:00+01:00,21.440000534057617,2023,47
2023-11-21 17:00:00+01:00,21.575000762939453,2023,47
2023-11-22 09:00:00+01:00,21.59000015258789,2023,47
2023-11-22 11:00:00+01:00,21.674999237060547,2023,47
2023-11-22 13:00:00+01:00,21.684999465942383,2023,47
2023-11-22 15:00:00+01:00,21.75,2023,47
2023-11-22 17:00:00+01:00,21.725000381469727,2023,47
2023-11-23 09:00:00+01:00,21.725000381469727,2023,47
2023-11-23 11:00:00+01:00,21.704999923706055,2023,47
2023-11-23 13:00:00+01:00,21.700000762939453,2023,47
2023-11-23 15:00:00+01:00,21.770000457763672,2023,47
2023-11-23 17:00:00+01:00,21.795000076293945,2023,47
2023-11-24 09:00:00+01:00,21.850000381469727,2023,47
2023-11-24 11:00:00+01:00,21.815000534057617,2023,47
2023-11-24 13:00:00+01:00,21.799999237060547,2023,47
2023-11-24 15:00:00+01:00,21.795000076293945,2023,47
2023-11-24 17:00:00+01:00,21.81999969482422,2023,47
