Datetime,Open,Year,Week
2024-02-12 09:00:00+01:00,102.4000015258789,2024,7
2024-02-12 11:00:00+01:00,102.19999694824219,2024,7
2024-02-12 13:00:00+01:00,101.94000244140625,2024,7
2024-02-12 15:00:00+01:00,101.91999816894531,2024,7
2024-02-12 17:00:00+01:00,102.27999877929688,2024,7
2024-02-13 09:00:00+01:00,102.31999969482422,2024,7
2024-02-13 11:00:00+01:00,101.72000122070312,2024,7
2024-02-13 13:00:00+01:00,102.12000274658203,2024,7
2024-02-13 15:00:00+01:00,101.58000183105469,2024,7
2024-02-13 17:00:00+01:00,100.72000122070312,2024,7
2024-02-14 09:00:00+01:00,100.27999877929688,2024,7
2024-02-14 11:00:00+01:00,100.9800033569336,2024,7
2024-02-14 13:00:00+01:00,101.18000030517578,2024,7
2024-02-14 15:00:00+01:00,100.94000244140625,2024,7
2024-02-14 17:00:00+01:00,101.08000183105469,2024,7
2024-02-15 09:00:00+01:00,102.12000274658203,2024,7
2024-02-15 11:00:00+01:00,102.73999786376953,2024,7
2024-02-15 13:00:00+01:00,102.68000030517578,2024,7
2024-02-15 15:00:00+01:00,102.4000015258789,2024,7
2024-02-15 17:00:00+01:00,102.36000061035156,2024,7
2024-02-16 09:00:00+01:00,103.26000213623047,2024,7
2024-02-16 11:00:00+01:00,103.77999877929688,2024,7
2024-02-16 13:00:00+01:00,104.0199966430664,2024,7
2024-02-16 15:00:00+01:00,104.27999877929688,2024,7
2024-02-16 17:00:00+01:00,104.0,2024,7
